cpu,platform,platform_core_num,bench_env,os_type,os_release,os_version,blender_version,bench_version,bench_max_core_num,bench_hash,test_type,mp_type,core_num,cpu_rating,core_rating,avg_time,med_time,min_time,max_time
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,3,0.422451047,0.140817016,2.367138174,2.367138174,2.367138174,2.367138174
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,4,0.420177506,0.105044377,2.379946536,2.379946536,2.379946536,2.379946536
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,5,0.421332549,0.08426651,2.37342214,2.37342214,2.37342214,2.37342214
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,6,0.423325963,0.070554327,2.36224585,2.36224585,2.36224585,2.36224585
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,7,0.422054977,0.060293568,2.36935957,2.36935957,2.36935957,2.36935957
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,8,0.424512867,0.053064108,2.355641203,2.355641203,2.355641203,2.355641203
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,9,0.411258974,0.045695442,2.431557882,2.431557882,2.431557882,2.431557882
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,10,0.421229161,0.042122916,2.374004679,2.374004679,2.374004679,2.374004679
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,11,0.422466787,0.038406072,2.367049983,2.367049983,2.367049983,2.367049983
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,particle_collision,th,12,0.422293115,0.035191093,2.36802345,2.36802345,2.36802345,2.36802345
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,1,0.765343295,0.765343295,1.306603202,1.306603202,1.306603202,1.306603202
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,2,1.582364385,0.791182193,1.263966313,1.263966313,1.257321431,1.270611194
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,3,2.339485766,0.779828589,1.283207936,1.263547964,1.255302576,1.330773267
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,4,3.065475641,0.76636891,1.304866518,1.303932412,1.300391263,1.311209986
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,5,3.418224426,0.683644885,1.463302288,1.46817234,1.417816719,1.505237046
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,6,3.638450751,0.606408459,1.650533882,1.664422746,1.575986093,1.722121634
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,7,3.390820476,0.484402925,2.065283247,2.050838793,2.026107554,2.160608952
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,8,3.101904261,0.387738033,2.580526877,2.560876474,2.512187245,2.689246258
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,9,3.037013555,0.337445951,2.963813402,2.959888302,2.91099263,3.032102859
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,10,2.979642856,0.297964286,3.356875766,3.340127572,3.307495636,3.474672943
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,11,2.916848491,0.265168045,3.772037664,3.774289671,3.686217175,3.857960336
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,mp,12,2.751605169,0.229300431,4.362687174,4.386562283,4.244121732,4.474805382
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,th,1,0.750118058,0.750118058,1.333123486,1.333123486,1.333123486,1.333123486
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,th,2,0.799898838,0.399949419,1.250158085,1.250158085,1.250158085,1.250158085
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,th,3,0.809595599,0.2698652,1.23518458,1.23518458,1.23518458,1.23518458
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,th,4,0.805731407,0.201432852,1.241108378,1.241108378,1.241108378,1.241108378
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,th,5,0.789471985,0.157894397,1.266669393,1.266669393,1.266669393,1.266669393
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,th,6,0.802922433,0.133820406,1.245450318,1.245450318,1.245450318,1.245450318
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,12,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,1_0_2,12,6d92fda7fc494d3c,empty_play,th,7,0.81637846,0.116625494,1.224922079,1.224922079,1.224922079,1.224922079
