cpu,hardware,bench_env,os_type,os_release,os_version,blender_version,test_type,mp_type,core_num,cpu_rating,core_rating,avg_time,med_time,min_time,max_time,bench_hash
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,4,0.44573273192469043,0.11143318298117261,2.243496894836426,2.243496894836426,2.243496894836426,2.243496894836426,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,5,0.4623305613514153,0.09246611227028306,2.162954568862915,2.162954568862915,2.162954568862915,2.162954568862915,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,6,0.4737208459449261,0.07895347432415435,2.110947847366333,2.110947847366333,2.110947847366333,2.110947847366333,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,7,0.4805023440261987,0.06864319200374266,2.081155300140381,2.081155300140381,2.081155300140381,2.081155300140381,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,8,0.4869150202164212,0.06086437752705265,2.053746461868286,2.053746461868286,2.053746461868286,2.053746461868286,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,9,0.48786764368050733,0.05420751596450082,2.049736261367798,2.049736261367798,2.049736261367798,2.049736261367798,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,10,0.4926541823003145,0.04926541823003145,2.0298213958740234,2.0298213958740234,2.0298213958740234,2.0298213958740234,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,11,0.47828030439867397,0.043480027672606725,2.0908241271972656,2.0908241271972656,2.0908241271972656,2.0908241271972656,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,12,0.49080819391346,0.040900682826121665,2.0374557971954346,2.0374557971954346,2.0374557971954346,2.0374557971954346,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,13,0.48064705026259485,0.03697285002019961,2.080528736114502,2.080528736114502,2.080528736114502,2.080528736114502,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,14,0.478463897701475,0.0341759926929625,2.090021848678589,2.090021848678589,2.090021848678589,2.090021848678589,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,15,0.47879707130762517,0.03191980475384168,2.0885674953460693,2.0885674953460693,2.0885674953460693,2.0885674953460693,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_movement,th,16,0.4793751065772264,0.02996094416107665,2.0860490798950195,2.0860490798950195,2.0860490798950195,2.0860490798950195,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,1,0.25016036479016057,0.25016036479016057,3.9974358081817627,3.9974358081817627,3.9974358081817627,3.9974358081817627,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,2,0.49006358803210714,0.24503179401605357,4.081103444099426,4.081103444099426,4.079822778701782,4.08238410949707,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,3,0.7294244035432069,0.24314146784773563,4.112832148869832,4.112623453140259,4.111875057220459,4.113997936248779,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,4,0.9601285915818377,0.24003214789545943,4.16610985994339,4.1669007539749146,4.162327766418457,4.168310165405273,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,5,1.1839415478745048,0.23678830957490096,4.223182916641235,4.222456216812134,4.220897197723389,4.2277512550354,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,6,1.3776595827994735,0.22960993046657893,4.355217536290486,4.357105851173401,4.344610929489136,4.357976675033569,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,7,1.5654545180897323,0.22363635972710463,4.471548080444336,4.474459409713745,4.465749263763428,4.475507497787476,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,8,1.750379828955158,0.21879747861939475,4.570439726114273,4.5701518058776855,4.565477609634399,4.577206134796143,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,9,1.8825254057789997,0.20916948953099998,4.81500588523017,4.583901405334473,4.580913066864014,5.621548175811768,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,10,1.9981006824129224,0.19981006824129224,5.054599142074585,4.641984343528748,4.629335641860962,5.684920787811279,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,11,2.1172486304566562,0.1924771482233324,5.2538184035908095,5.733663082122803,4.650608539581299,5.7699549198150635,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,12,2.2205691427837473,0.18504742856531228,5.461454153060913,5.837873220443726,4.693089962005615,5.857019424438477,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,13,2.3024061026490203,0.17710816174223235,5.702613757206843,5.9084107875823975,4.7510082721710205,6.170046091079712,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,14,2.398291167677069,0.1713065119769335,5.882605569703238,6.04938268661499,4.777376413345337,6.285534858703613,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,15,2.485480424701548,0.1656986949801032,6.059490823745728,6.161813259124756,4.822472333908081,6.3320653438568115,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,mp,16,2.5145349427596035,0.15715843392247522,6.363581880927086,6.385209679603577,6.157591104507446,6.4076032638549805,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,1,0.2501062009677705,0.2501062009677705,3.9983015060424805,3.9983015060424805,3.9983015060424805,3.9983015060424805,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,2,0.2509065840916416,0.1254532920458208,3.9855470657348633,3.9855470657348633,3.9855470657348633,3.9855470657348633,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,3,0.24994876540874,0.08331625513624667,4.00081992149353,4.00081992149353,4.00081992149353,4.00081992149353,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,4,0.25019414887572605,0.06254853721893151,3.9968960285186768,3.9968960285186768,3.9968960285186768,3.9968960285186768,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,5,0.2504837168420533,0.050096743368410655,3.9922754764556885,3.9922754764556885,3.9922754764556885,3.9922754764556885,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,6,0.25063117849365085,0.041771863082275144,3.98992657661438,3.98992657661438,3.98992657661438,3.98992657661438,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,7,0.24831943618878013,0.03547420516982573,4.027070999145508,4.027070999145508,4.027070999145508,4.027070999145508,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,8,0.25077175182642353,0.03134646897830294,3.987689971923828,3.987689971923828,3.987689971923828,3.987689971923828,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,9,0.24829782687069735,0.02758864743007748,4.027421474456787,4.027421474456787,4.027421474456787,4.027421474456787,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,10,0.24839526024653902,0.0248395260246539,4.02584171295166,4.02584171295166,4.02584171295166,4.02584171295166,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,11,0.25082132948632957,0.02280193904421178,3.9869017601013184,3.9869017601013184,3.9869017601013184,3.9869017601013184,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,12,0.24845576445494272,0.020704647037911892,4.0248613357543945,4.0248613357543945,4.0248613357543945,4.0248613357543945,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,13,0.2507939588748048,0.019291842990369602,3.9873368740081787,3.9873368740081787,3.9873368740081787,3.9873368740081787,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,14,0.24832262645434194,0.017737330461024426,4.027019262313843,4.027019262313843,4.027019262313843,4.027019262313843,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,15,0.2483769029301613,0.016558460195344085,4.026139259338379,4.026139259338379,4.026139259338379,4.026139259338379,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,particle_collision,th,16,0.2484815229995814,0.015530095187473838,4.024444103240967,4.024444103240967,4.024444103240967,4.024444103240967,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,1,0.46839657829495457,0.46839657829495457,2.1349430084228516,2.1349430084228516,2.1349430084228516,2.1349430084228516,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,2,0.9207437343543483,0.46037186717717415,2.1722551584243774,2.1722551584243774,2.1576571464538574,2.1868531703948975,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,3,1.3600798413998638,0.4533599471332879,2.2057703336079917,2.2033212184906006,2.1996872425079346,2.2143025398254395,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,4,1.7849236353739144,0.4462309088434786,2.2413352727890015,2.2396862506866455,2.2062230110168457,2.279745578765869,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,5,2.1613929376901337,0.4322785875380267,2.3134530067443846,2.312781810760498,2.286287307739258,2.338510513305664,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,6,2.5278162121343026,0.4213027020223838,2.374069174130758,2.374786615371704,2.3242902755737305,2.4286141395568848,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,7,2.8568098076536947,0.4081156868076707,2.4513303892953053,2.452103853225708,2.3666181564331055,2.5513410568237305,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,8,3.209901242015304,0.401237655251913,2.4929833710193634,2.500868082046509,2.424239158630371,2.572169303894043,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,9,3.3475925773628856,0.3719547308180984,2.7536130216386585,2.5105385780334473,2.441352605819702,3.6500062942504883,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,10,3.485978069638668,0.3485978069638668,2.9646703958511353,2.5423073768615723,2.4760186672210693,3.653963804244995,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,11,3.5971937284203115,0.32701761167457377,3.174594272266735,3.6767497062683105,2.4654126167297363,3.7589924335479736,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,12,3.688980221139598,0.3074150184282998,3.3775240977605185,3.788351058959961,2.477566957473755,3.834439754486084,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,13,3.6397157515932963,0.27997813473794586,3.7299217077401967,3.8516900539398193,2.510586738586426,4.416334390640259,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,14,3.5662339489321684,0.25473099635229773,4.061964000974383,4.4814125299453735,2.5926783084869385,4.548774480819702,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,15,3.446459224301085,0.22976394828673902,4.473005708058675,4.812561511993408,2.5470635890960693,4.880173444747925,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,mp,16,3.1664614411819887,0.1979038400738743,5.053868070244789,5.0892263650894165,4.9072511196136475,5.118429660797119,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,th,1,0.4677745227015913,0.4677745227015913,2.137782096862793,2.137782096862793,2.137782096862793,2.137782096862793,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,th,2,0.46175337529472626,0.23087668764736313,2.1656582355499268,2.1656582355499268,2.1656582355499268,2.1656582355499268,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,th,3,0.4601491350009769,0.15338304500032565,2.173208475112915,2.173208475112915,2.173208475112915,2.173208475112915,714148e941bf4b9a
Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,hosting,bare,Lnx,5.15.0-30-generic,#31-Ubuntu SMP Thu May 5 10:00:34 UTC 2022,4.0.2,empty_play,th,4,0.46270482222843184,0.11567620555710796,2.1612050533294678,2.1612050533294678,2.1612050533294678,2.1612050533294678,714148e941bf4b9a
