cpu,hardware,bench_env,os_type,os_release,os_version,blender_version,test_type,mp_type,core_num,cpu_rating,core_rating,avg_time,med_time,min_time,max_time,bench_hash
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,mp,12,1.1113084753778342,0.09260903961481952,10.798784653345743,10.810424566268921,10.644120216369629,10.911683082580566,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,1,0.2556415650614873,0.2556415650614873,3.911726951599121,3.911726951599121,3.911726951599121,3.911726951599121,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,2,0.31122677757231176,0.15561338878615588,3.2130911350250244,3.2130911350250244,3.2130911350250244,3.2130911350250244,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,3,0.33734582768282495,0.11244860922760831,2.9643170833587646,2.9643170833587646,2.9643170833587646,2.9643170833587646,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,4,0.35920860962515094,0.08980215240628774,2.783897638320923,2.783897638320923,2.783897638320923,2.783897638320923,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,5,0.36776819901954877,0.07355363980390975,2.719104051589966,2.719104051589966,2.719104051589966,2.719104051589966,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,6,0.37590112491506095,0.06265018748584349,2.660274028778076,2.660274028778076,2.660274028778076,2.660274028778076,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,7,0.3668140433944369,0.05240200619920527,2.7261769771575928,2.7261769771575928,2.7261769771575928,2.7261769771575928,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,8,0.36845699129849185,0.04605712391231148,2.7140209674835205,2.7140209674835205,2.7140209674835205,2.7140209674835205,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,9,0.37293532263991686,0.04143725807110187,2.6814301013946533,2.6814301013946533,2.6814301013946533,2.6814301013946533,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,10,0.37334037353228183,0.03733403735322818,2.678520917892456,2.678520917892456,2.678520917892456,2.678520917892456,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,11,0.3719663746903831,0.03381512497185301,2.688415050506592,2.688415050506592,2.688415050506592,2.688415050506592,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_movement,th,12,0.3762922220365121,0.03135768516970934,2.6575090885162354,2.6575090885162354,2.6575090885162354,2.6575090885162354,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,1,0.18152576451149802,0.18152576451149802,5.508859872817993,5.508859872817993,5.508859872817993,5.508859872817993,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,2,0.3564521940549312,0.1782260970274656,5.610851526260376,5.610851526260376,5.608548164367676,5.613154888153076,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,3,0.5264195121141395,0.17547317070471316,5.698877414067586,5.699520111083984,5.6965460777282715,5.700566053390503,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,4,0.687548289384646,0.1718870723461615,5.817775905132294,5.817362189292908,5.813396215438843,5.822983026504517,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,5,0.7864788907868985,0.1572957781573797,6.357451057434082,6.357051849365234,6.352985143661499,6.361907005310059,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,6,0.8281924766552878,0.13803207944254797,7.2446984847386675,7.246259927749634,7.231559991836548,7.252935886383057,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,7,0.8839202147034007,0.1262743163862001,7.919365303856986,7.916033029556274,7.8798699378967285,7.97973108291626,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,8,0.9427002587499416,0.1178375323437427,8.487346470355988,8.531030178070068,8.260215044021606,8.575300216674805,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,9,1.0150299482415033,0.11278110536016703,8.867484331130981,8.880398035049438,8.675034046173096,8.940338134765625,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,10,1.0793159807636026,0.10793159807636026,9.26541838645935,9.289313197135925,9.168066024780273,9.31850290298462,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,11,1.0893769296021691,0.09903426632746992,10.097841176119717,10.107510089874268,10.009477853775024,10.205625057220459,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,mp,12,1.1548460776273375,0.09623717313561146,10.392361442248026,10.445454955101013,10.119497299194336,10.50749397277832,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,1,0.18105731274563616,0.18105731274563616,5.523113012313843,5.523113012313843,5.523113012313843,5.523113012313843,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,2,0.17970481873922342,0.08985240936961171,5.564681053161621,5.564681053161621,5.564681053161621,5.564681053161621,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,3,0.18030977674160428,0.06010325891386809,5.546010971069336,5.546010971069336,5.546010971069336,5.546010971069336,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,4,0.1808441151773655,0.04521102879434138,5.5296242237091064,5.5296242237091064,5.5296242237091064,5.5296242237091064,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,5,0.18285974971828603,0.03657194994365721,5.468672037124634,5.468672037124634,5.468672037124634,5.468672037124634,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,6,0.18049466585259172,0.030082444308765287,5.540329933166504,5.540329933166504,5.540329933166504,5.540329933166504,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,7,0.18099052811529806,0.025855789730756865,5.525151014328003,5.525151014328003,5.525151014328003,5.525151014328003,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,8,0.18049239006888723,0.022561548758610904,5.540399789810181,5.540399789810181,5.540399789810181,5.540399789810181,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,9,0.18051052802775855,0.020056725336417617,5.5398430824279785,5.5398430824279785,5.5398430824279785,5.5398430824279785,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,10,0.18183143176324992,0.01818314317632499,5.49959921836853,5.49959921836853,5.49959921836853,5.49959921836853,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,11,0.1808644920344323,0.016442226548584755,5.529001235961914,5.529001235961914,5.529001235961914,5.529001235961914,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,particle_collision,th,12,0.17236825612871862,0.014364021344059884,5.80153226852417,5.80153226852417,5.80153226852417,5.80153226852417,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,1,0.3492784807670512,0.3492784807670512,2.8630449771881104,2.8630449771881104,2.8630449771881104,2.8630449771881104,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,2,0.6853272004934783,0.34266360024673914,2.918314814567566,2.918314814567566,2.9168238639831543,2.9198057651519775,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,3,1.025730276767863,0.34191009225595437,2.92521333694458,2.9125521183013916,2.887444019317627,2.9756438732147217,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,4,1.3354645750675123,0.33386614376687807,2.9956992268562317,2.976096510887146,2.9684958457946777,3.062108039855957,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,5,1.5403488389229298,0.30806976778458595,3.2479957580566405,3.2058942317962646,3.180107831954956,3.3992838859558105,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,6,1.7139003702086335,0.2856500617014389,3.5028958320617676,3.4923601150512695,3.388584852218628,3.650920867919922,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,7,1.532624498594108,0.21894635694201542,4.568452937262399,4.557849168777466,4.476679086685181,4.693459987640381,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,8,1.470880899238476,0.1838601124048095,5.4412861764431,5.470669507980347,5.220430135726929,5.605899095535278,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,9,1.4976706330970213,0.16640784812189124,6.011188454098171,6.003467082977295,5.819608926773071,6.223035097122192,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,10,1.4360676610823837,0.14360676610823836,6.9666131973266605,6.972466468811035,6.740631818771362,7.218873977661133,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,11,1.4520007246034135,0.1320000658730376,7.58733734217557,7.686462163925171,6.990486145019531,7.9276769161224365,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,mp,12,1.423858695362094,0.1186548912801745,8.434394180774689,8.49807596206665,8.006895065307617,8.755199909210205,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,th,1,0.33534619746653677,0.33534619746653677,2.9819929599761963,2.9819929599761963,2.9819929599761963,2.9819929599761963,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,th,2,0.3398349400187001,0.16991747000935006,2.9426050186157227,2.9426050186157227,2.9426050186157227,2.9426050186157227,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,th,3,0.35256183086193693,0.11752061028731231,2.8363819122314453,2.8363819122314453,2.8363819122314453,2.8363819122314453,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,th,4,0.35048736272946523,0.08762184068236631,2.8531699180603027,2.8531699180603027,2.8531699180603027,2.8531699180603027,ac4993b9cd7a45b9
Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,Mac Book Pro 2018 32GRam,bare,Mac,22.6.0,Darwin Kernel Version 22.6.0: Tue Nov  7 21:48:06 PST 2023; root:xnu-8796.141.3.702.9~2/RELEASE_X86_64,4.0.2,empty_play,th,5,0.3460604892003373,0.06921209784006746,2.8896682262420654,2.8896682262420654,2.8896682262420654,2.8896682262420654,ac4993b9cd7a45b9
